,User,Tweet
154,karganesh1990,@passportsevamea @rpokolkata @DrSJaishankar @MEAIndia @PMOIndia I have been following up on this since 26/11 but NOT a single response from @passportsevamea. We are saying #DigitalIndia all the time but the reality is far away from that @MEAIndia @rpokolkata @PMOIndia @narendramodi
155,INDIAdrive21,"INDIA DRIVE #EDUCATION SEARCH 
#Search for #courses, #colleges, #scholarship and #online #certificates #Universities in #India

https://t.co/DRRLrTY2Ya

 #Uttarpradesh #DigitalIndia
https://t.co/ToEj1BRvHx"
156,CscParivar,"RT @_DigitalIndia: 📽️ Under an MoU signed between @CSCegov_ and October Cinemas, #CSC plans to open 10000 cinema halls by end of 2024 which…"
157,siddhinjha,RT @jaimatadikhurda: SBI pine labs devices a step taken by HPCL to fulfill Prime Ministers dream of Digital India. It's very convenient for…
158,Girijamma19,"RT @mla_sudhakar: Interesting photos of #G20 Delegates purchasing local products using #UPI

A #digitalIndia moment indeed! https://t.co/qp…"
159,chidambara09,"RT @InvestIndiaUSA: #InvestInIndia 

#DidYouKnow: #NewIndia has the highest FinTech adoption rate globally!

Explore more: https://t.co/B4T…"
160,igauravkuberkar,"Now 4G will get slow in Mumbai, Android phones will act funny. . Guess what 5G is rolled out #DigitalIndia"
161,supershree75,"@BSNL_KTK @AshwiniVaishnaw we are having BSNL cellone from@past 4yrs in Blr.but the service is degrading every year,U are talking 5g even 2G is not working properly in my area,changed sim😢 but issue is getting bad every day,now we are planning to disconnect 😡#digitalindia"
162,panduranggandh4,"RT @CSCegov_: Mahindra Tractors Lead Generation through CSC e-Agri Portal...

Now, VLEs can earn good money on Mahindra's Tractors and Impl…"
163,Cersai_India,"CKYC Identifier Number facilitates opening of NPS accounts. Obtain your CKYC Identifier today from your existing Bank/FI. 
#CKYC #GoPaperless #DigitalIndia #KYC_Made_Easy
@FinMinIndia @DFS_India @RBI @EODB_India https://t.co/s2Dl3QAOoP"
164,NeGD_GoI,RT @GoI_MeitY: .@GoI_MeitY is hosting a painting competition for school students in Grades 6 - 12. Participate now! Visit https://t.co/dpJc…
165,ravindra_aroor,"RT @stpiindia: AIC STPI Bengaluru Open Challenge Program 3.0

Selected #startups will get complete incubation and mentoring support along w…"
166,ravindra_aroor,RT @Rajeev_GoI: Next step after PM @narendramodi ji's smartphone PLI success - is making #NewIndia a significant player in IT Compute/hardw…
167,GauravJogi3,"Dear @SpokespersonECI
As we are in #DigitalIndia age, it is of utmost importance ro update vote tally realtime on 
@ECISVEEP website. Huge gap in news channels &amp; state media tally. Pls refer the seconds apart photos. This would be a welcome step making a big difference."
168,SV65978399,"RT @CSCegov_: HDFC and #CSC organized a Workshop in Vijayawada District, #AndhraPradesh in the presence of Ms. Smita Bhagat, Country Head,…"
169,NarasammaNaras6,"RT @mla_sudhakar: Interesting photos of #G20 Delegates purchasing local products using #UPI

A #digitalIndia moment indeed! https://t.co/qp…"
170,Pun_Rawat,RT @Rajeev_GoI: Next step after PM @narendramodi ji's smartphone PLI success - is making #NewIndia a significant player in IT Compute/hardw…
171,Thinkwithniche,"RT @Thinkwithniche: #technology #NewsUpdate 🔥

Wipro Infrastructure Engineering Acquires Pune-Based #Linecraft

👇🏽CLICK-2-READ❤️ https://t.…"
172,sunilss1,@ThaneCityPolice @RakeshGholap8 Posters are very much important in  #DigitalIndia. You can't send these pictures on mobile since nobody carries mobile in India 🤣🤣🤣
173,CSC_Punjab,"RT @CSCegov_: HDFC and #CSC organized a Workshop in Vijayawada District, #AndhraPradesh in the presence of Ms. Smita Bhagat, Country Head,…"
174,EliteCsc,"RT @CSCegov_: Cyber Security Awareness...

Do not give your #ATM card to anyone for cash withdrawal...

Be Cyber Safe &amp; Be Safe from Frauds…"
175,EliteCsc,"RT @CSCegov_: Mahindra Tractors Lead Generation through CSC e-Agri Portal...

Now, VLEs can earn good money on Mahindra's Tractors and Impl…"
176,RameshS92289386,RT @SociallyBlog: .@AmiFromIndia joins #16DaysOfActivism campaign and shares his comment on the need of global discussion on #OnlineSafety…
177,Danish4Academy,"RT @academy_csc: Introducing YOGYATA APP...

Launching by Dr. Dinesh Kumar Tyagi, Secretary, CSC Academy on the #CSC Facebook Page(tomorrow…"
178,PradyumnaKanda1,"RT @PIB_India: 𝓔𝔁𝓹𝓮𝓻𝓲𝓮𝓷𝓬𝓲𝓷𝓰 #𝓓𝓲𝓰𝓲𝓽𝓪𝓵𝓘𝓷𝓭𝓲𝓪!

At Shilpgram crafts village, #G20 delegates used UPI, India’s homegrown and massively successfu…"
179,DasFintechBot,"RT @InvestIndiaUSA: #InvestInIndia 

#DidYouKnow: #NewIndia has the highest FinTech adoption rate globally!

Explore more: https://t.co/B4T…"
180,InvestIndiaUSA,"#InvestInIndia 

#DidYouKnow: #NewIndia has the highest FinTech adoption rate globally!

Explore more: https://t.co/B4TYdrhibZ

#InvestIndia #FinTech #InsurTech #DigitalIndia @AmchamIndia @USISPForum @harshvshringla @USChamber @CGI_Atlanta @cgihou @IndiainNewYork @CGISFO https://t.co/uOxkftSmjM"
181,INDIAdrive21,"INDIA DRIVE #EDUCATION SEARCH 
#Search for #courses, #colleges, #scholarship and #online #certificates #Universities in #India

https://t.co/DRRLrTFTK2

 #Madhyapradesh #DigitalIndia

https://t.co/ToEj1C8yJx"
182,WHOW43780984,RT @aggala: #technology #innovation #reinvent #business #branding #marketing #ad #b2c #onlinemarketing #DigitalIndia #digitalmarketing #med…
183,_Orwellian,RT @_PTLB: India Is A Sitting Duck In #CyberSecurity Area Warned Visionary @IMPraveenDalal In 2014 https://t.co/sR8q6eq7fc. #DigitalIndia #…
184,_Orwellian,"RT @CongressOrBJP: Only fools would convert their cash into #CBDC or any other govt controlled #cryptocurrency on a large scale. #Privacy,…"
185,_Orwellian,RT @_PTLB: #CyberSecurity Challenges For Modi Govt As Suggested By Visionary @IMPraveenDalal In 2014 https://t.co/I56I8RyGVe. But Modi Govt…
186,_Orwellian,RT @_PTLB: India Is A Sitting Duck In #CyberSecurity Area Warned Visionary @IMPraveenDalal In 2014 https://t.co/EA1VGV57HS. But Modi Govt I…
187,_Orwellian,"RT @_OfficialECI: Never forget that #Demonetisation, lockdown, #DeathShots, etc collapsed Indian economy and killed millions of Indians. No…"
188,_Orwellian,RT @_OfficialECI: #Demonetisation was never about black money. Its sole aim was to collapse decentralised Indian economy and create a centr…
189,_Orwellian,RT @_CEPHRC: Evil policies of Modi govt have collapsed Indian economy and caused massive #Unemployment in India. Now #Startups have started…
190,_Orwellian,RT @_PTLB: Offensive And Defensive #CyberSecurity In India Must Be Established Says Visionary @IMPraveenDalal https://t.co/XPRe7iRsQc. But…
191,_Orwellian,"RT @_OfficialECI: If you have installed @_Orwellian and #Privacy violating #UMANGApp, uninstall it immediately. Using the zumlabazi of govt…"
192,_Orwellian,RT @_OfficialECI: People have awakened and they are openly questioning the #fakescience and #fakescientists of UN regarding #GlobalWarming…
193,_Orwellian,"RT @WhatsAppLaws: Your #DigitalRights and #HumanRights are only as strong as you are willing to enforce them. If you surrender the same, yo…"
194,_Orwellian,"RT @_OfficialECI: Only fools would convert their cash into #CBDC or any other govt controlled #cryptocurrency on a large scale. #Privacy, #…"
195,_Orwellian,RT @CongressOrBJP: People have awakened and they are openly questioning the #fakescience and #fakescientists of UN regarding #GlobalWarming…
196,_Orwellian,RT @_OfficialECI: #Demonetisation was never about black money. Its sole aim was to collapse decentralised Indian economy and create a centr…
197,_Orwellian,"RT @AadhaarLies: One Earth, One Family, One Future= #NewWorldOrder And The #GreatReset. You will own nothing still you would be happy sheep…"
198,_Orwellian,"RT @_CEPHRC: Your #DigitalRights and #HumanRights are only as strong as you are willing to enforce them. If you surrender the same, you hav…"
199,_Orwellian,"RT @AadhaarLies: We must expose evil plans to attack India using #Haarp, #Satellites, #WeatherModification, #Chemtrails, etc. Indians must…"
200,_Orwellian,RT @AadhaarLies: #TechnoLegal tools must be used by a global #FightingForce to defeat international cabal that is pushing hoaxes like #Covi…
201,_Orwellian,RT @AadhaarLies: People have woken up and they are openly questioning the #fakescience and #fakescientists of UN regarding #GlobalWarming a…
202,_Orwellian,"RT @AadhaarLies: Never forget that #Demonetisation, lockdown, #DeathShots, etc collapsed Indian economy and killed millions of Indians. Now…"
203,_Orwellian,"RT @_CEPHRC: If you have installed @_Orwellian and #Privacy violating #UMANGApp and #DigitalLocker, uninstall them urgently. Using the #Jum…"
204,_Orwellian,RT @_CEPHRC: Never link and store your #health records with any govt agency or department in India or globally. You would have nil #Privacy…
205,_Orwellian,RT @_CEPHRC: #Covid19 hoax #Genocide stopped in #China only because people have started protesting. Till you protest the @_Orwellian and to…
206,_Orwellian,"RT @_CEPHRC: Your #HealthRecords and #DNA can be used against you to target for all forms of evil actions, including #DepopulationAgenda. #…"
207,_Orwellian,"RT @_FairElection: We must expose evil plans to attack India using #Haarp, #Satellites, #WeatherModification, #Chemtrails, etc. Indians mus…"
208,_Orwellian,"RT @AadhaarLies: #G20India: International cabal controlling Indian policies and economy must be dismantled urgently. Otherwise,  be ready f…"
209,_Orwellian,RT @_FairElection: #Depopulation By #Plandemic: New #BioWarfare agents masquerading as virus are ready to be deployed globally after the ma…
210,_Orwellian,RT @_FairElection: We need to create alternative institutions to get #Justice. @ODRIndia Portal of Visionary @IMPraveenDalal is the new #Te…
211,_Orwellian,RT @_FairElection: Both #Covid19 and #GlobalWarming are #DepopulationAgenda and they are achieving this nefarious objective by making peopl…
212,_Orwellian,RT @_FairElection: People have woken up and they are now questioning the fake science and fake scientists of UN regarding #GlobalWarming an…
213,_Orwellian,"RT @_PrivacyRight: If you have installed @_Orwellian and #Privacy violating #UMANGApp and #DigitalLocker, uninstall them urgently. Using th…"
214,_Orwellian,RT @_FairElection: #GlobalWarming gang induced climate atrocities would ruin Indian farmers. We have already warned them on many occasions…
215,_Orwellian,RT @AadhaarLies: International cabal and #GenocidalManiacs have focused their attention upon India now. But after the scams like #Demonetis…
216,_Orwellian,"RT @AadhaarLies: #DepopulationAgenda using hoaxes like #Covid19, #GlobalWarming, etc would be intensified soon as people have caught these…"
217,_Orwellian,"RT @AadhaarLies: #G20Cabal intends to push centralisation, surveillance, @_Orwellian and a totalitarian state. Their digital ID system and…"
218,amitshah99,RT @ChiragMRA: @MLJ_GoI @KirenRijiju @spsinghbaghelpr @MIB_India @PIB_India @PIBHindi @pib_law @mygovindia Yet #Husbands who are dragged in…
219,InvestIndiaLAM,"#InvestInIndia

#NewIndia's digital transactions per capita per annum have increased ~10x in five years!

Discover more avenues at https://t.co/0HWUdo1sfx

#DigitalIndia #InvestIndia @IndEmbMexico @SRE_mx @CancilleriaCol @eoilima @Indiainchile @eclac_un https://t.co/5OX9ntR2Zd"
220,CongressOrBJP,RT @AadhaarLies: International cabal and #GenocidalManiacs have focused their attention upon India now. But after the scams like #Demonetis…
221,CongressOrBJP,RT @CongressOrBJP: AFPOH Startup Of Visionary @IMPraveenDalal Is The Digital Companion And Digital Gateway For Indian Farmers https://t.co/…
222,CongressOrBJP,"RT @AadhaarLies: #DepopulationAgenda using hoaxes like #Covid19, #GlobalWarming, etc would be intensified soon as people have caught these…"
223,CongressOrBJP,"RT @AadhaarLies: #G20Cabal intends to push centralisation, surveillance, @_Orwellian and a totalitarian state. Their digital ID system and…"
224,CongressOrBJP,"RT @AadhaarLies: One Earth, One Family, One Future= #NewWorldOrder And The #GreatReset. You will own nothing still you would be happy sheep…"
225,CongressOrBJP,"RT @AadhaarLies: We must expose evil plans to attack India using #Haarp, #Satellites, #WeatherModification, #Chemtrails, etc. Indians must…"
226,CongressOrBJP,RT @AadhaarLies: #TechnoLegal tools must be used by a global #FightingForce to defeat international cabal that is pushing hoaxes like #Covi…
227,CongressOrBJP,"RT @AadhaarLies: Never forget that #Demonetisation, lockdown, #DeathShots, etc collapsed Indian economy and killed millions of Indians. Now…"
228,CongressOrBJP,RT @AadhaarLies: People have woken up and they are openly questioning the #fakescience and #fakescientists of UN regarding #GlobalWarming a…
229,CongressOrBJP,"RT @_CEPHRC: If you have installed @_Orwellian and #Privacy violating #UMANGApp and #DigitalLocker, uninstall them urgently. Using the #Jum…"
230,CongressOrBJP,"RT @_CEPHRC: Your #DigitalRights and #HumanRights are only as strong as you are willing to enforce them. If you surrender the same, you hav…"
231,CongressOrBJP,RT @_CEPHRC: Never link and store your #health records with any govt agency or department in India or globally. You would have nil #Privacy…
232,CongressOrBJP,"RT @_CEPHRC: Your #HealthRecords and #DNA can be used against you to target for all forms of evil actions, including #DepopulationAgenda. #…"
233,CongressOrBJP,RT @_CEPHRC: #Covid19 hoax #Genocide stopped in #China only because people have started protesting. Till you protest the @_Orwellian and to…
234,CongressOrBJP,"RT @_FairElection: We must expose evil plans to attack India using #Haarp, #Satellites, #WeatherModification, #Chemtrails, etc. Indians mus…"
235,CongressOrBJP,RT @_FairElection: #Depopulation By #Plandemic: New #BioWarfare agents masquerading as virus are ready to be deployed globally after the ma…
236,CongressOrBJP,RT @_FairElection: We need to create alternative institutions to get #Justice. @ODRIndia Portal of Visionary @IMPraveenDalal is the new #Te…
237,CongressOrBJP,"RT @AadhaarLies: #G20India: International cabal controlling Indian policies and economy must be dismantled urgently. Otherwise,  be ready f…"
238,CongressOrBJP,RT @_FairElection: Both #Covid19 and #GlobalWarming are #DepopulationAgenda and they are achieving this nefarious objective by making peopl…
239,CongressOrBJP,RT @_FairElection: People have woken up and they are now questioning the fake science and fake scientists of UN regarding #GlobalWarming an…
240,CongressOrBJP,"RT @_PrivacyRight: If you have installed @_Orwellian and #Privacy violating #UMANGApp and #DigitalLocker, uninstall them urgently. Using th…"
241,CongressOrBJP,RT @_FairElection: #GlobalWarming gang induced climate atrocities would ruin Indian farmers. We have already warned them on many occasions…
242,Sumantodeishere,"@RailwaySeva 
@RailMinIndia 
Wanted to know about #Fine and #penalty #payment process during #TRAIN #journeys.
As TTE is not accepting #online #payment.
#ATM was inactive at boarding station.
Need help. Urgent.
#DigitalIndia #IndianRailways"
243,dhirajwohra,"RT @cdacindia: @GoI_MeitY invites bid from Start-ups, MSMEs 
for design, development, manufacture, validation &amp; deployment of 5 Lakh SoCs u…"
244,suganyaj82,"RT @CoimbatoreStpi: Welcome M/s. Adolmedia Services #Coimbatore! Looking forward to a successful journey ahead.
#GrowWithSTPI #DigitalIndia…"
245,StartupSanatana,RT @Rajeev_GoI: Next step after PM @narendramodi ji's smartphone PLI success - is making #NewIndia a significant player in IT Compute/hardw…
246,DisasterReliefs,RT @AadhaarLies: Both #Covid19 and #GlobalWarming are #DepopulationAgenda and they are achieving this nefarious objective by making people…
247,DisasterReliefs,RT @_OfficialECI: #Covid19 #Plandemic is a pandemic of vaccinated ones  as it is these fools who are risking lives of not only their own fa…
248,DisasterReliefs,RT @_FairElection: People have woken up and they are now questioning the fake science and fake scientists of UN regarding #GlobalWarming an…
